customer_id,name,email,address,signup_date,event_type
91216ad8-8e51-4b4f-a00d-ad45fc7756bf,Leah Johnson,michael86@example.com,"108 Adam Ridge Apt. 961
Moorehaven, MP 33827",2020-09-02,DELETE
c0d1799a-ab25-42db-80b8-1f7c16e62242,Robert Burton,amberhunt@example.com,"27582 Perez Gardens Apt. 825
Butlerstad, IL 86934",2023-02-11,UPDATE
fab2bb52-6fce-41d9-9152-92fc7638ec99,Tara Gutierrez,qsummers@example.net,"803 Frye Loaf
Port Davidhaven, KY 35115",2022-02-07,DELETE
b6425180-2075-4c84-922f-fcfd9f741ff3,James Edwards,obarber@example.com,"08815 Craig Valley Apt. 016
Mcculloughmouth, WI 25114",2020-08-27,INSERT
bb8caaa5-3cb2-4224-8fe2-da0cd50f7f50,Meagan Ali,jeffrey30@example.com,"386 Smith Passage
South Victoriabury, AR 61685",2021-02-04,UPDATE
bc4f622b-0f49-4ed5-916f-7e450041733e,Jeremy Miller,mhowell@example.net,"5290 Brown Terrace Apt. 232
North Beth, ND 44223",2023-11-07,INSERT
8367d1aa-8d76-40b9-b651-f5363d5f4685,Emily Brown,lance36@example.com,"6028 Martin Dam
North Robertborough, IN 96993",2021-09-08,INSERT
9ac903c5-5977-4ac8-bac4-b3fb6fc61214,Edward Wolf,marcus71@example.org,"530 Summers Valley
Davisburgh, FM 42718",2021-09-17,DELETE
e12bfd3e-0c5b-4b99-a6ef-c11d3e3143dd,Anthony Walker,jonescody@example.net,"9602 Jennifer Gardens
West Douglasfort, MP 48653",2024-01-22,INSERT
ee0dbac5-3c92-4c1d-bd69-fb6de297d76a,Mr. Albert Smith,mcclureedward@example.org,"Unit 7459 Box 8135
DPO AA 82875",2023-04-12,INSERT
f76cb47f-dd30-4af0-a32d-4d1da5b0ac39,Kathryn Ayala,knightwillie@example.com,"2746 Judy Avenue
Alexanderborough, SC 89621",2024-06-09,INSERT
100a87a7-33d7-4478-a665-d86d339c450a,Sonya Walker,ygarcia@example.net,"8786 Angelica Ville
Nathanshire, VT 64186",2022-08-28,UPDATE
4d5efb95-444e-45d2-bb3f-a5e43f04e847,Erik Schultz,matthew49@example.com,"908 Daniel Lights
New Aaronshire, AL 49368",2022-10-30,DELETE
fa9f1394-8a98-4b90-b1a9-b5b9c8b1a6bd,Colleen Burnett,xphelps@example.org,"0871 Michael Hill
Randytown, IL 36114",2022-07-10,DELETE
c54fe22d-1978-4238-8dd0-93463c5fd204,Amy Luna,imarsh@example.org,"3773 Cox Parks Suite 186
North Lisafort, PW 20660",2021-04-19,INSERT
b487d252-3a86-4625-a6bf-ca9b05191ebb,Angela Miles,traciefuller@example.com,"713 Jacob Prairie Apt. 223
Camachoshire, IN 59917",2020-04-28,DELETE
f4c6ee34-dcab-4c5e-b0cc-57dc96cd9698,Theresa Johns,colewood@example.org,"22477 Blevins Radial Apt. 266
Port Williamview, PW 68927",2022-07-25,DELETE
3e38d2e7-484b-4f9c-98e7-d62aeda60f39,Kyle Ortiz,jeremy77@example.com,"4146 Patrick Prairie Suite 751
Anthonytown, MD 90746",2024-06-03,INSERT
5598a9ad-299e-40b5-9b2e-3a28edc73641,Stacy Garcia,franklinshawn@example.org,"53127 Alexis Fork
West Alicia, IL 34175",2023-10-22,DELETE
f9c74819-4866-4700-979a-646a5ee2791d,Jose Fleming,tgonzalez@example.net,"53617 Baker Estates Suite 343
Marvinburgh, DE 98533",2021-03-10,UPDATE
4528054e-cacb-44b8-8fb9-7852c4deb419,Hunter Frey,chowell@example.com,"849 Jennifer Mountains Suite 996
Port Susan, IL 46227",2023-07-29,DELETE
f890614c-18fb-416d-8d66-15d93d53dad1,Jesse Armstrong,sharpgloria@example.net,"USS Davis
FPO AE 65546",2020-05-31,UPDATE
a4c775b1-d3a6-4a04-ad35-e2606494bc7d,Emily Dean,sarahcurtis@example.net,"3218 Ali Well
Littlefort, AK 02848",2022-12-05,INSERT
835ada2a-ee97-496f-8dd5-44a87eddbf21,Susan Bates,diazpaul@example.com,"2497 Amanda Wells
Jeffreyville, MH 95824",2021-09-17,DELETE
d119b14f-edce-45c4-a4b6-6cac94cdd899,Joseph Greene,uwong@example.com,"92279 Lowery Estate
Williamsmouth, CO 97572",2023-09-26,UPDATE
85b571cf-c7b9-4b22-b25d-d433fbab9069,Robert Bruce,kristen28@example.org,"244 Evans Fall
New Mary, AR 16347",2023-11-26,UPDATE
861a34cd-6908-4487-8aaa-ecd09cdeee36,Jerry Davis,lisawhite@example.org,"PSC 4346, Box 9757
APO AA 58284",2020-05-19,INSERT
f6edc71d-4773-440a-9589-d0ca45074e00,Noah Wong,rmcclain@example.net,"781 Jessica Roads Apt. 433
Bruceland, SD 33977",2023-05-03,UPDATE
fc91b87a-d555-4487-b653-3d58be329ccd,Leslie Butler,sthomas@example.net,"3192 Angel Landing Suite 343
Laurieborough, OK 92130",2021-11-16,UPDATE
94f2b16c-ac4e-4803-ae9c-c9db10347e4e,Michael Gray,paultracy@example.org,"80807 Garrett River
South Victorstad, CT 69093",2021-10-29,INSERT
57c82a48-ca5b-49db-aaa4-22b61ae8bea1,Deborah Mack,penningtondanielle@example.net,"566 Nelson Shores Suite 755
Oconnorside, VT 67746",2020-10-02,UPDATE
07984db4-16ef-4ba8-8125-6faf78f34d11,Danielle Hays,julie84@example.org,"989 Willis Motorway
Johnnystad, MO 60742",2023-10-16,DELETE
8d8c4f16-4240-4475-8c41-f7ecde008031,Brandi Cook,ylewis@example.org,"551 Sherry Alley Suite 194
Williamsmouth, RI 30255",2024-01-30,UPDATE
e32b4f31-18f2-4dcc-b8ec-f8b0d2efb6cb,Sheila Martin,theresa56@example.org,"971 Troy Heights Suite 098
East Jamesberg, HI 64390",2022-12-19,DELETE
dd1136b2-2324-42ae-9785-55d0e30df9e9,Melissa Martinez,brendachoi@example.com,"566 Cindy Creek
West Adrienne, SC 51753",2022-09-19,INSERT
ddaf4074-7e7a-4267-b191-91bfdffe7de1,Laura Potts,bellanthony@example.com,"2190 Knight Curve Apt. 453
Ronniebury, MN 64121",2022-12-01,DELETE
cf035ba2-e35b-4216-b3d0-d9994a3da101,Christopher Shaw,caseygreene@example.net,"USCGC Smith
FPO AA 58140",2020-08-06,DELETE
7924dd3a-66f5-462a-92fe-f8ff13c01e6f,Steven Sullivan,tammy09@example.org,"24951 Carter Heights
Briggsfurt, PA 13712",2022-09-12,INSERT
a5a69ff8-10e8-40a4-a01e-4b8e54db205e,Christopher Garcia,mary28@example.net,"641 Michael Canyon
Dawnfurt, WA 11217",2021-04-15,UPDATE
eacf2724-79b5-49f2-bedd-79264706ce19,Dorothy Wheeler,cgarcia@example.org,"10853 Elizabeth Lakes Suite 515
Lake Keith, ND 12228",2021-01-20,DELETE
48be81f2-8593-4a46-a320-27f399ab08e7,Brian Martinez,hthompson@example.com,"491 Miller Prairie
Lake Catherineburgh, AZ 64538",2022-08-10,UPDATE
afaef9e4-6bc8-41d8-9381-aecf970d32eb,Sergio Allen,ballmorgan@example.org,"2797 William Ramp
Fredericktown, IA 16084",2022-08-29,DELETE
d6cf3400-8507-4c52-9126-c939a418f0b9,Phillip Myers,heidi37@example.org,"2972 Black Turnpike
Carlaview, OK 39611",2021-05-10,UPDATE
c17f49cf-7881-4a63-b081-c7471121cff3,Nathan Costa,iweiss@example.org,"221 Tracy Rapids Apt. 509
Brittanytown, PA 43723",2024-06-11,DELETE
8da8537f-db06-4699-907e-3d810fffe1f9,Nicole Hernandez,renee76@example.org,"817 Diaz Bypass Apt. 708
North Christy, CT 27748",2023-09-05,DELETE
31e0aeed-851b-46b4-8385-97ee0a577b97,Keith Vargas,xadams@example.com,"3548 Gilbert Tunnel Suite 192
Rodneyshire, SC 99620",2023-05-28,INSERT
fc417667-3069-472d-9f4f-d03648e07b32,Angela Sutton,jdavis@example.com,"780 Carla Cliffs
South Jennifer, WY 30775",2023-01-19,INSERT
263af4eb-bcfd-447c-bb25-2457dda2b275,Robert Ward,silvalori@example.org,"95722 Diaz Streets
Joycechester, MD 50254",2024-01-20,INSERT
ded3acf6-3102-4a8b-9c46-6475e165fba2,Tracy Walker,zsmith@example.com,"211 Sanchez Valley
West Patriciafort, DC 63117",2023-03-19,DELETE
5421aa84-8225-4fe2-92ff-4dbb09031f08,Kristie Williams,scottkathy@example.com,"PSC 2963, Box 4771
APO AA 64472",2022-08-10,UPDATE
a0951604-0b0a-490a-a67d-06e43a5d0c65,Marc Morgan,millermiguel@example.org,"05724 Cunningham Valleys Apt. 925
North Kellyton, IL 96382",2023-08-01,UPDATE
f2f97b2d-92f3-4a96-8a17-3d867c21e71e,Jill Lewis,munozchristian@example.com,"8562 Perez Squares Suite 124
East Brenda, FL 65602",2023-10-21,UPDATE
f70f25a8-b5cc-4ec2-90f4-aab94a091971,Colleen Curtis,johnsondavid@example.org,"8930 Buchanan Parks Suite 167
Margaretside, FM 60015",2021-09-04,INSERT
966777ed-061c-4601-8d37-1053d0b79754,Debbie Peterson,vanessamendez@example.com,"82621 Miller Wells
East Hannahshire, UT 42448",2021-04-09,DELETE
56cee813-57c6-478c-9de1-1dbbeac3f796,Karen Davis,donnaross@example.org,"33124 Kristina Haven Suite 000
Nguyenburgh, IL 95967",2024-02-24,DELETE
c2e3a3c7-c738-49dd-bd97-3463d1fe4f01,Sonya Gomez,kenneth19@example.org,"01643 Derrick Courts Apt. 232
Perezfort, CT 98899",2023-08-31,DELETE
6e1f394f-c4fe-44a6-b9a4-a81fdf80948b,Sabrina Murphy,johnsonjerry@example.org,"715 Alexander Spurs Suite 317
Lake Antonio, WA 08650",2024-06-12,INSERT
13dd36be-abef-4838-bf0c-535586885e1e,Susan Guerrero,cynthia44@example.net,"6674 Christopher Locks
Nancyton, LA 06870",2021-07-13,UPDATE
58e4ff68-4ec1-49d0-a0c2-a271322fb66d,Jeffrey Nelson,irush@example.org,"57422 Denise Street
West Sophiachester, OH 21246",2023-05-04,UPDATE
127ebe46-b8f6-4917-802f-b6ec34d609c0,John Baker,smithbrett@example.net,"USNV Lopez
FPO AP 16093",2022-08-17,UPDATE
53a94ffd-91cf-4182-9450-9559045e1bb2,Jason Huerta,vanessareeves@example.net,"6590 Small Green Apt. 903
East Brandy, PW 87914",2022-04-20,DELETE
17fa9493-b61b-41cc-b98e-af5985f0bd33,Nina Mendoza,shortfrancisco@example.org,"301 Cannon Ways
Kinghaven, PR 05020",2022-03-10,UPDATE
32f3712a-a849-479f-9b6e-8055a770c6f6,Melissa Graham,ustevenson@example.com,"52858 Floyd Stream
Kathyland, NV 75134",2020-05-10,UPDATE
504b781b-015f-4f76-94d4-9fe44a197d9a,Jose Wagner,anthony93@example.net,"9312 Wheeler Center
Emilyborough, PA 12335",2021-12-08,DELETE
fae0df50-6ec3-4b4f-b645-f79ccce09998,Sharon Strong,george54@example.org,"551 Parsons Roads Suite 140
Sandrabury, IN 70684",2020-05-13,DELETE
35f68ae6-03f2-4fcd-8951-1761680fc59f,Christopher Sullivan,chandlerjamie@example.com,"99371 David Row
Jamestown, CT 39773",2023-04-30,DELETE
ea1733d9-3231-451a-9c5f-8e4bb9fa9dca,Tammy Grant,megan34@example.net,"8390 Jackson Pine
West Scottfort, MH 64565",2024-06-12,INSERT
10ef1ab9-8cef-4d02-8d71-e9782a8daa0f,Patricia Pitts,claytonthomas@example.net,"9712 Bryan Vista
Jacksonstad, WV 39975",2024-04-13,UPDATE
b31e4918-c3a9-48cf-bdd1-25923250291b,Keith Evans,qstewart@example.org,"908 Amanda Vista
Port Vincentmouth, NC 62409",2021-03-26,UPDATE
37cad150-5b42-4286-8bcf-df60ff775273,John Yang,rebecca62@example.net,"908 Davis Manors
South Erikabury, MP 22986",2021-08-01,INSERT
d20a03cb-157a-4593-9586-1eb698850daa,Steven Burns,willie18@example.org,"91302 Hanson Springs
Jeffreyberg, ND 51026",2021-08-07,DELETE
ebf7f18d-6ca9-4bd7-9990-1229a1ee5c60,Kenneth Boone,uwebster@example.net,"75827 Brown Fork Suite 074
North Kimberly, WY 64829",2021-12-07,UPDATE
d916e463-e15a-4294-88f8-f1ec84f475e2,Jordan Harris,khanmelinda@example.org,"38783 Gardner Forges
Lake Brandon, AR 46411",2021-06-03,INSERT
671c5509-a18b-452e-b908-0bf46b25ba4f,Shelley King,gharper@example.com,"68055 Wilson Village Suite 196
Port Philipshire, PR 03945",2022-01-31,INSERT
aeccbc51-2279-4761-8e97-1d14097c8fc5,Carlos Nguyen,meganferguson@example.org,"PSC 6799, Box 3230
APO AA 54660",2021-09-07,DELETE
b0540515-ce73-4fe7-b267-e64648ca8598,Charlene Vargas,ericdoyle@example.com,"362 Flores Islands Suite 289
South Michelle, WA 87358",2020-07-14,INSERT
e443c658-93f7-4e82-bfed-59b11b560f73,Jeffrey Hayes,tgross@example.com,"25578 Scott Summit Apt. 661
Allisonport, OK 40789",2021-01-18,INSERT
1b3a7d82-3330-41d3-bce4-359ee99312ed,George Cunningham,ibishop@example.net,"5550 Carlos Wells
New Beverlyhaven, VA 37012",2022-02-09,INSERT
60e05048-1042-4b60-9e6d-546dad5d8d7b,Peter Kennedy,hkelley@example.net,"PSC 4042, Box 5364
APO AA 80659",2023-03-01,DELETE
55120e5a-1336-492c-8331-af9f86a70411,Edward Warner,kimfrancis@example.org,"80367 Cole Walks
Davidberg, WA 83702",2020-06-26,UPDATE
9f140de5-7d51-4734-982d-b72a0e25fca3,Dana Simon,gonzalezjimmy@example.com,"902 Carolyn Via Suite 812
East Caitlin, NH 59960",2023-10-30,DELETE
447641ff-2cf8-4661-af7f-b0f253ce028f,Joshua Hanson,sergiosmith@example.org,"81640 Keith Summit Suite 195
North Sean, GU 39861",2022-11-07,INSERT
7086a4ae-f04a-49e2-a8cb-facaa4004515,Brandy Gilbert,morganwilliams@example.org,"0013 Michael Estate
Barnesville, FL 55241",2022-03-19,DELETE
5a9a172e-9238-479e-908a-5b8223608cd6,Timothy Taylor,christophermitchell@example.com,"09448 Carol Inlet Apt. 230
Johnsonstad, MD 46891",2022-10-23,DELETE
9c644c46-00f4-49f3-8676-5f99b8d8f876,James Garza,nancy23@example.net,"835 Ramirez Bridge
Fernandezstad, MS 30766",2024-02-15,UPDATE
a7048f76-bd19-427d-8278-06311b2ac7ba,Margaret Gibson,samuelmiller@example.net,"5930 Daniel Walks
South Alexandria, AL 73744",2023-12-24,UPDATE
08af880c-5dca-4091-89d9-ae0a40b59e46,Jessica Estrada,jonathan17@example.com,"3646 Watkins Canyon
New Kimberlyfurt, CT 18183",2024-02-02,UPDATE
6e58ce75-0f56-4ab1-9014-c8f7d1f60b75,Nathan Perry,lukemorgan@example.org,"426 Callahan Stravenue Suite 900
North Sallyview, VI 87065",2022-11-21,UPDATE
7c5fd3e8-a043-45a1-ac74-fa22ce423772,Scott Davis,quinnkaren@example.com,"07000 Derrick Ports Apt. 993
Lake Blake, NY 70174",2020-07-31,DELETE
889e4e93-059c-493f-a83e-7124b2e68d89,Larry Larsen,brian35@example.com,"3666 Linda Forge Suite 322
Kristinmouth, NC 12060",2021-12-03,INSERT
b5d9eeb2-a641-4fcc-a9b7-404f7e21b57d,Richard Cooley,greenleslie@example.net,"94923 Jesse Roads Suite 728
Francisbury, NY 73449",2021-08-13,UPDATE
96e4d7c3-2c59-4c68-a396-dd77ccf74e9e,Amy Curtis,leonchung@example.org,"896 Evans Throughway
New Sara, AZ 19306",2021-06-20,UPDATE
6dd495e2-49bd-4bbb-b376-89a1f81b3e7b,Jonathon Ortiz,barnesgerald@example.org,"6473 Vargas Shoal Suite 496
Barnesfurt, MS 38302",2024-01-05,UPDATE
b537b99a-ab63-45cb-938d-d922fc73fb44,Mr. James Cooper II,heidijohnson@example.com,"285 Kaylee Drive
Roystad, NC 46371",2021-11-29,INSERT
164d44aa-c907-48ae-86d5-07a303b3e74f,Joseph Salazar,christopher73@example.com,"46631 Elizabeth Manor
Grossmouth, KY 15460",2023-12-21,UPDATE
2d05a48b-878d-4ff5-8398-7062e6f5e0f7,Destiny Thompson,wkelly@example.org,"USS Mckee
FPO AP 26776",2021-08-25,DELETE
816c68be-70ed-423c-a4e0-c291fc148f72,John Church,jacksonkristen@example.net,"02423 Angela Freeway
Port Veronica, DC 45794",2020-07-03,DELETE
1068f7ea-e631-4bcc-9eee-efb745603e24,Lindsay Richardson,scottzimmerman@example.org,"USCGC Baldwin
FPO AP 60681",2021-06-24,UPDATE
f9616752-1e09-4046-b6cf-927fd1c3d49f,Michelle Smith,cherylthompson@example.net,"30021 Paul Mountains
Hartstad, AL 80360",2021-04-20,UPDATE
1bfcea52-424a-4486-b8a6-55db49f1c1da,Christina Jackson,garciatanya@example.org,"0982 Katherine Junctions Suite 196
Stevensmouth, WA 88166",2021-12-29,UPDATE
1ea426ca-2900-4f6e-b199-5c998b57716a,Phillip Blackwell,tarapatton@example.net,"84456 Robinson Trail
Port Gwendolyn, VT 56588",2022-06-26,DELETE
cb826886-27aa-4a63-8ab9-17b94e0dab9c,Ronald Hamilton,frankchavez@example.org,"8730 Tammy Island Apt. 016
Dunnview, DE 88367",2023-05-12,UPDATE
c8870c00-66ad-4bef-81bf-144c87d30354,Kelly Lloyd,ocarpenter@example.net,"8315 Rhonda Summit Suite 732
Hernandezside, MT 75385",2020-03-20,DELETE
32ca2ef2-ce11-4c81-9e05-4d5047a1286b,Amy Garrett,william48@example.com,"Unit 4010 Box 8539
DPO AP 65626",2023-10-19,INSERT
5c2ca135-02be-4bc7-979a-e6666fc395d2,Dorothy Smith,iwilliams@example.org,"587 Cohen Lake Apt. 701
Cookmouth, SC 93331",2021-07-14,DELETE
0c2c4327-9bd6-4aab-9c18-865e89a7d8de,Gabriel Mitchell,shirley43@example.org,"79623 Green Fields Apt. 499
Alexanderfort, MH 64215",2023-08-24,INSERT
d5b88148-5e25-4d74-9abb-5d8c1c477a2d,Stephanie Bishop,austinkenneth@example.org,"USCGC Crosby
FPO AP 78847",2023-08-13,UPDATE
cbec4414-8ee8-47b6-96d2-f1880fd48e70,Robin Moss,vjones@example.net,"USNV Henderson
FPO AP 34943",2022-09-17,INSERT
8acd4453-3127-454a-a0e0-7cc618ccd817,Andrew Strong,rodriguezalejandro@example.net,"78072 Johnson Valleys
Parkerbury, UT 29735",2024-01-03,INSERT
f78e0a96-6c92-4128-bf3c-daeb93937272,Robert Riley,melissafisher@example.org,"48131 David Mountain
Christopherborough, NE 56406",2022-07-15,DELETE
1f1891ce-9ac8-43ff-941b-532ff5e5e0f6,Brian Harrison,singletonnathan@example.com,"94596 Shannon Freeway Apt. 989
North Justinfurt, FL 66985",2021-02-19,DELETE
7f9bb804-ca39-4aa2-bfe6-f593a33aea37,Edward Merritt DDS,robertbaker@example.org,"848 Amy Knolls Suite 944
New Ashleyside, MO 12710",2022-05-05,INSERT
e294369a-b00c-4af5-b695-b924824318be,Cassidy Wilson,hsanchez@example.org,"890 Adams Lake Suite 671
Toddport, NE 67075",2020-04-08,DELETE
cd8b54d7-d70e-494a-9104-916d94dd9edf,Jacob Jones,vyu@example.net,"1114 White Green Apt. 828
North Craigbury, VT 49913",2020-03-11,DELETE
7754b698-143d-4881-baff-c6382b79da4f,Megan Christensen,wandawilson@example.com,"0870 Griffin Lights Apt. 184
North Penny, WY 25051",2023-11-05,UPDATE
bce240c6-7354-450c-b0ba-ee5a99a4c22d,Kelly Castaneda,dbell@example.com,"44884 Jessica Forks
West Keith, GA 24367",2021-08-28,UPDATE
87db45be-b454-4c8f-b003-278a110efeb4,Michael Shaffer,joshua85@example.com,"00402 Cassandra Tunnel Suite 323
Cynthiaberg, RI 33405",2022-12-08,INSERT
e44fc954-dac6-4168-87e7-5f477a4193b5,Robert Allison,brian15@example.org,"USNV Townsend
FPO AP 73259",2023-05-10,UPDATE
66a62269-76df-47ae-8038-576a28a50552,Drew Douglas,smays@example.org,"975 Jessica Neck
Port Jameston, TX 68642",2020-03-26,INSERT
80c137cc-3bf4-466c-a7b1-aee7093f49a1,James Edwards,alicia78@example.org,"26566 Delacruz Extensions Suite 797
Stevefort, OR 60504",2023-05-03,INSERT
d9e1155f-1bdd-4359-bc5c-794591231b97,Ernest Harvey Jr.,bwise@example.org,"49820 Heath Bridge
West Ericport, FM 37760",2022-10-01,UPDATE
e92b43b0-6d49-41b4-812e-6cac7020beac,Cindy Carlson,donaldmorgan@example.net,"22231 Reyes Motorway
Butlerborough, ND 91705",2024-02-26,UPDATE
7427e4c1-56c0-4beb-ab0f-ce00c73dee64,Rebecca Johnson,ugreen@example.com,"4031 Fitzpatrick Springs Suite 359
Steelemouth, NM 90113",2023-08-22,INSERT
d2bff2ae-7c01-410e-bd77-54a4c48fa867,Charles White,glee@example.com,"3568 Mcclure Locks
West Manuelborough, HI 70251",2021-07-27,DELETE
9cffade1-c08b-4f9e-b8f3-8baee38da776,James Palmer,cannonbrooke@example.org,"721 Moreno Crossing
Lake Leonborough, DC 66238",2023-01-30,INSERT
0a60d53b-7488-4858-b905-25619cdc7feb,Karla White,tina51@example.com,"4948 Jenkins Viaduct
Dyerburgh, SC 40230",2022-12-12,UPDATE
51ecc713-5796-4c13-a4a3-81d5a1190c21,Samantha Roberts,orobinson@example.org,"52860 Powell Flat Apt. 573
Matthewville, AS 34422",2021-02-20,INSERT
3bd9c0be-9439-49ab-8f7e-7839cdb855da,Julie Jimenez,rebekahduke@example.org,"4954 White Heights
South Kimfort, FM 95989",2021-03-16,INSERT
d66ccbff-0bde-4fb7-a93b-e4298e6678d7,Carl Blair,bjohnson@example.com,"736 Spencer Corner
Antonioport, OH 57084",2023-03-24,INSERT
75086861-0cf8-4816-b611-ddc48383a592,Marie Marshall,amanda67@example.org,"58970 Mckay Springs
Geraldburgh, MS 78231",2022-09-24,DELETE
e454d8dd-6176-4363-ae1d-97834405e3f1,Mariah Torres,ypaul@example.net,"306 Buck Mission Apt. 220
Laurenland, DE 69079",2022-04-06,DELETE
6a139ac0-d281-47dd-877e-3c3023f07925,Gwendolyn Wood,emoreno@example.net,"89493 Sanders Keys
Melissamouth, OH 52538",2023-10-22,DELETE
cc9fa7e4-d943-4476-8479-a8a8824c9941,Amanda Avila,mackjulie@example.org,"15346 Ruiz Motorway
East Jamesville, OR 34361",2022-11-07,UPDATE
c06aef74-97e1-49e8-9073-e27030860fa2,Evan Tanner,johnny26@example.net,"216 Henry Throughway Apt. 690
West Deannafort, OH 15297",2022-04-27,UPDATE
3356a696-6313-4808-8e52-4d7709113710,Adrienne Levine,rileyemily@example.org,"765 Joseph Forks
Laurenbury, NV 04289",2022-07-22,DELETE
4bc38a35-ca64-4080-b83d-cc0fb135fc9e,Robert Smith MD,harrisdeborah@example.org,"4175 Hogan Ferry Suite 664
Williamsonville, MA 34004",2022-11-13,DELETE
eb96552e-f009-4dd8-9faf-99952cde26ff,Matthew Campbell,darlene10@example.org,"5308 Miller Street Suite 418
Petertown, NM 60283",2021-10-16,DELETE
2de33e6e-4bcd-41e4-9213-b24cfaeda318,Bethany Torres,christina56@example.com,"0466 Harry Wells
Lake Michael, MO 99210",2020-03-22,DELETE
8ac2f765-3afc-4aeb-9e4a-5860ffd50925,Eric Collins,ahawkins@example.org,"68580 Jones Forge Apt. 795
Shahstad, DE 34848",2022-02-16,INSERT
324c90a9-5ebd-4b84-8115-8abe20c7d520,Megan Martinez,gregory86@example.com,"170 Joseph Camp Suite 847
Kimland, SD 64535",2022-01-08,INSERT
3bb4920d-eb6a-4143-8b64-e03639ed1d85,Regina Mosley,kevin38@example.net,"177 Denise Stravenue
Aliciaville, NJ 91304",2020-03-21,INSERT
33bf849c-3722-47e0-8d78-ae09e589bf6f,Lisa Harper,paige11@example.org,"PSC 9551, Box 0149
APO AP 39049",2024-05-02,UPDATE
7c896f79-4575-49c0-917c-9d456ae0ef6a,James Contreras,matthewburnett@example.com,"24072 Robert Viaduct Suite 772
Mannmouth, MN 10758",2022-11-13,DELETE
7ddcef13-8b2c-4cc4-b065-0f879582f17c,Sara Russell,edward89@example.com,"852 Natalie Loop
Johnberg, GA 33098",2022-06-25,DELETE
1b6317c3-c555-4b39-b07a-263232d0a6d9,Dr. Cheryl Mendez,ctaylor@example.net,"81224 Hale Station Suite 752
Yuburgh, MT 78244",2021-05-05,DELETE
d9a3c19b-ecb3-4f24-992a-e78bb9c212fc,Heidi Harper,christophermendez@example.com,"78243 Blevins Isle
Gonzalesmouth, MO 76258",2021-10-04,UPDATE
7845bd15-cb75-4339-9bef-bbb7b2da7330,Joyce Boyd,fjennings@example.org,"25769 James Unions
Cannonborough, FL 88278",2023-02-04,DELETE
b549b258-37f8-47fe-83af-e79bf89aa51d,Patricia Torres,daniel53@example.net,"185 Kimberly Drive
Port Ian, DC 99569",2022-11-25,UPDATE
