customer_id,name,email,address,signup_date,event_type
9612,Allison Jones,aprildixon@example.com,"2822 Jonathan Mount
Shawburgh, DC 98586",2023-12-15,DELETE
8073,Elizabeth Church,michael30@example.org,"23805 Stephanie Street
Port Theodoretown, IN 64095",2022-06-28,UPDATE
6481,Christina Lyons,wyattandrew@example.com,"7154 Ann Lights Apt. 428
Riverafurt, CT 24608",2023-12-24,UPDATE
7836,Taylor Robinson,morenojulie@example.org,"1867 Ware Fort Apt. 376
Lake Jessica, OR 79114",2023-07-25,DELETE
5730,Jennifer Thompson,sarah82@example.net,"00550 Johnson Terrace Suite 723
Jonesview, NV 20454",2021-07-30,UPDATE
5749,Christopher Knight,prussell@example.net,"631 Matthew Mountain Apt. 387
Hughesshire, KS 28175",2022-12-22,INSERT
8880,Mr. Kyle Williams DDS,hallglenn@example.net,"80594 David Stravenue Suite 796
Jasonmouth, AZ 69828",2024-05-12,DELETE
6579,Deanna Parker,bethanyhanson@example.com,"052 Carter Station Suite 186
Williamsonside, SD 31410",2022-07-22,DELETE
7171,Ralph Wong,alexandrarodriguez@example.net,"34042 Carter Pass
Christinachester, PR 01673",2024-04-21,DELETE
9470,Ernest Sanchez,dunlapjohn@example.net,"33273 Omar Underpass
North Patriciaburgh, CA 11253",2021-02-28,INSERT
4399,Matthew Bates,kennethfoley@example.net,"747 Lisa Curve Apt. 876
Port Lindaville, AR 57394",2020-02-04,UPDATE
5433,Michaela Allen,griffinveronica@example.net,"4361 Jaime Extensions
Tonyfurt, MT 07462",2021-05-06,INSERT
8447,Courtney Chavez,jennifer38@example.org,"8939 Brian Via Suite 529
Barnesmouth, CO 20244",2021-11-05,INSERT
6111,Charles Hicks,mitchellcaleb@example.org,"263 Rodriguez Crossing
West Sydney, UT 36318",2024-01-25,UPDATE
8068,Lawrence Baxter,aroberts@example.com,"30167 Barnett Villages Suite 023
Tracyton, IN 44837",2023-11-05,UPDATE
7411,Kelly Rogers,yhall@example.net,"1205 Villanueva Meadow Apt. 073
Benjaminmouth, VI 11397",2024-02-20,INSERT
7763,Omar Snyder,joe61@example.net,"19417 Alice Haven Suite 319
New Joshua, GA 52222",2022-08-19,INSERT
3476,Xavier Campbell,coletiffany@example.com,"7946 Chelsea Crossing Suite 821
Jamiemouth, DC 82354",2021-04-16,UPDATE
2781,Cheryl Rice,hollandlinda@example.net,"108 Martin Squares
Brownchester, NM 67313",2021-08-19,UPDATE
5293,Manuel Sandoval,dustinsherman@example.org,"833 Jacqueline Point Suite 109
Lake Shawnstad, CT 82956",2023-05-08,UPDATE
7423,Megan Soto,ramoshenry@example.net,"489 Lane Pike Apt. 164
Moonborough, MA 07876",2022-02-25,DELETE
2284,Todd Alvarez,hansonmandy@example.com,"USNS Gonzalez
FPO AP 01488",2021-10-21,UPDATE
5540,Kenneth Lee,kiaranorman@example.com,"847 Kimberly Lake
Morganbury, MO 83860",2020-09-03,DELETE
3346,Holly Jackson,deanmonique@example.org,"3732 Smith Ramp Apt. 062
Port William, CT 85995",2020-10-26,DELETE
1546,Robert Glenn,lisakennedy@example.net,"873 Yang Squares
Johnmouth, NJ 40329",2022-11-04,DELETE
6575,Rebecca Miller,tannerisabella@example.org,"067 Oconnell Plains
Peggytown, WI 86458",2023-12-23,UPDATE
2606,Amanda Allen,christophervaughan@example.com,"0188 Becker Ferry
Lake Veronicafort, PR 49249",2020-12-15,DELETE
6163,Amanda Flores,michael27@example.org,"309 Colin Vista Apt. 880
East Evan, UT 36750",2020-02-17,INSERT
1888,Sandra Jones,tatemichael@example.org,"346 Michael Parkways Suite 159
South Rebeccabury, IA 90968",2022-03-01,UPDATE
4452,Andrew Long,epeterson@example.net,"0709 Darryl Estates
Amandafort, NJ 70033",2020-07-31,UPDATE
2978,Stephanie Taylor,hamiltoncatherine@example.net,"6217 Brett Lights
Port Amber, MH 46787",2023-03-25,UPDATE
7359,Elizabeth Smith,clarkmark@example.org,"92878 Melton Via
Port Janetbury, WA 22283",2021-01-04,INSERT
1138,Scott Johnson MD,huffmankimberly@example.net,"8590 Matthew Streets Suite 943
New Xavierbury, VA 80593",2020-12-22,INSERT
8151,Miranda King,kari11@example.com,"207 Smith Manor Apt. 801
Matthewburgh, WV 39901",2022-11-05,DELETE
4165,Hayley Mercado,williamsmiguel@example.net,"7413 Hartman Ford
East Micheleville, PW 98566",2020-01-24,DELETE
8672,Michael Roberson,turnersuzanne@example.org,"238 Cuevas Wells Suite 831
Stevenmouth, MD 94852",2020-01-29,DELETE
7761,Mariah Gonzales,dacevedo@example.net,"58743 Tiffany Haven Suite 666
New Sean, WI 23116",2023-07-30,DELETE
2207,Jeffrey Waters,qpineda@example.org,"23437 Vincent Square Apt. 565
Victorstad, OK 99946",2021-01-04,DELETE
9436,Michelle Davis,fisherbarbara@example.com,"8091 Lopez Crossing Suite 150
West Sandrastad, PA 56288",2022-06-25,DELETE
8728,Tyler Campos,sabrina08@example.com,"540 Welch Way
Tiffanyland, WI 07767",2023-05-07,INSERT
4674,Shelly Williams,samuelwilliams@example.org,"69174 Robert Corner Suite 855
Lisaside, TX 51140",2024-05-18,INSERT
1265,Anna Coleman,lucasdavenport@example.org,"USNS Owen
FPO AA 48053",2021-09-26,INSERT
9228,Kelly Richardson,astephens@example.com,"9220 Casey Valleys Apt. 467
Christopherberg, NH 37212",2023-05-20,INSERT
9724,Matthew Sullivan,hodgesryan@example.com,"6430 Cox Skyway Apt. 927
South Pamfurt, MP 02337",2022-03-05,DELETE
3157,Nicole Nelson,stephensmith@example.net,"11355 Reid Grove Suite 482
West Justin, FL 06405",2021-01-23,UPDATE
8020,Danny Wright,angela22@example.net,"975 Valentine Pine Suite 080
Mitchellchester, CA 34802",2020-05-31,INSERT
4727,Christina Jones,martinezjared@example.net,"88514 Christopher Station
West Kari, OK 56807",2022-04-20,DELETE
2322,Allen Boyd,glove@example.org,"34701 Ellison Meadows
South Timothy, KS 92348",2021-02-06,DELETE
2487,Dr. Joshua Fernandez,maryhernandez@example.com,"8636 Hayley Tunnel Apt. 022
Smithmouth, PR 67002",2023-12-28,INSERT
5369,James Douglas,ithompson@example.org,"1938 Cindy Island
Port Matthewstad, PA 90910",2021-05-08,INSERT
5071,Derek Gordon,robertsonwilliam@example.net,"49525 Paul Creek
New Janet, MI 02539",2022-10-26,UPDATE
9911,Matthew Gibson,perryjeffrey@example.org,"573 Keith Courts Suite 570
Maryburgh, NV 33608",2024-05-07,DELETE
6239,Nicole Glover,michael27@example.com,"01585 James Lock
East Vickimouth, PR 46604",2020-07-16,INSERT
8023,Dr. Teresa Guerrero,amber43@example.com,"PSC 8340, Box 6250
APO AE 16344",2022-04-28,DELETE
2048,Debra Stout,justincasey@example.org,"643 Candace Shoal
Johnsonburgh, TN 18226",2020-08-13,UPDATE
3048,Daniel Peterson,howellallison@example.net,"39181 Hernandez Lakes Suite 335
Port Zachary, NV 89644",2022-10-17,INSERT
4015,Rebecca Turner,spencerjennifer@example.com,"977 Andrew Alley Apt. 487
Henrybury, OK 82659",2022-08-29,INSERT
8994,Rebecca Daugherty,brendaferguson@example.org,"2014 Anthony Track
South Justin, MP 52014",2021-03-13,INSERT
6394,Sarah Cross,bellanthony@example.org,"9252 Rodriguez Radial
Thomasberg, AR 50629",2024-06-09,DELETE
3280,Lori Guerra,brandystanton@example.net,"3736 James Roads Suite 116
Lake Jamesport, HI 66775",2020-04-22,DELETE
7838,Joseph Ramos,jennifernunez@example.net,"79308 Hampton Roads Suite 131
Robertsonside, WA 38383",2020-04-13,INSERT
4690,Robin Prince,juan65@example.com,"36520 Christopher Way
Lake Elizabeth, TX 31456",2022-08-24,INSERT
3888,Heather Kelley,waltersandoval@example.org,"86093 April Walks Apt. 811
South Josephberg, MN 22066",2020-11-07,INSERT
9426,Mary Anderson,jacob90@example.com,"78519 Kelley Light
East Keith, PA 54792",2020-07-08,UPDATE
8654,Adriana Greene,kingkayla@example.org,"1902 Maria Rue
Brownland, IA 90400",2023-05-14,INSERT
8891,Donna Hale,kim47@example.org,"9965 Brooks Gateway
Mcdanielmouth, MD 19453",2023-08-13,DELETE
3727,Tiffany Harris,andersonjohn@example.org,"6791 Thompson Ramp Suite 462
Christinafurt, LA 28845",2024-06-11,DELETE
1559,Jessica Figueroa,nielsenderek@example.com,"184 Moore Street Suite 957
Woodwardfurt, VA 71033",2022-03-14,UPDATE
1911,Amy Lopez,zcampbell@example.net,"88775 Sheppard Extensions Suite 804
Laurabury, GU 18021",2023-11-03,UPDATE
6341,Lauren Reyes,patrickamy@example.net,"20594 Sanders Fields
New Linda, PA 47924",2021-10-23,UPDATE
1465,Michael Howard,steven98@example.net,"USS Mcdonald
FPO AE 86762",2021-10-14,UPDATE
1671,Julia Pruitt,crystalbarber@example.net,"86340 Key Roads Suite 357
Lake Billy, ME 31138",2021-03-11,UPDATE
5434,Meghan Pena,tonya12@example.net,"16104 Brent Course
Port Michaelstad, MI 36977",2021-04-20,INSERT
1689,Ashley Carter,hoodjoseph@example.com,"00743 Nelson Wells
Lake Cassandra, LA 73824",2021-07-23,INSERT
6487,Connie Richardson,jacqueline49@example.com,"317 Thomas Shore
Smithborough, ND 73583",2023-01-04,INSERT
1795,Denise Martin,emily86@example.org,"13099 Francis Tunnel
Archerchester, VI 71452",2023-07-14,INSERT
5625,Sergio Moore,qclark@example.net,"71801 Morrison Parks
Cynthiafort, AZ 34920",2020-04-10,INSERT
2608,Elizabeth York,griffinveronica@example.org,"Unit 0849 Box 4234
DPO AE 63003",2021-06-11,DELETE
3984,Marissa Huber,snydernichole@example.org,"307 Stephanie Roads
Greenburgh, HI 48704",2022-05-06,UPDATE
2905,Dennis Sanchez,erinhicks@example.org,"Unit 6423 Box 7107
DPO AA 36683",2023-10-08,DELETE
2539,Lisa Butler,diamondholland@example.com,"3858 Jeremy Grove Apt. 717
West Deborahtown, NM 25310",2023-03-11,DELETE
6606,Claire Higgins,juan02@example.com,"346 Ewing Rapids
Lake Cheryl, NE 71439",2021-06-11,DELETE
9152,Ryan Nguyen,brandi60@example.net,"858 Teresa Junctions Suite 793
Rubiomouth, WA 13143",2023-12-03,INSERT
2284,Lisa Bartlett,jacqueline63@example.com,"8008 Miguel Islands
Foxmouth, VT 36182",2024-01-01,UPDATE
7147,Lindsey Brewer,heather15@example.com,"49370 Shelton Run
Williamschester, SD 20300",2023-03-13,DELETE
4731,Jasmin Stark,fryan@example.org,"USNV Glover
FPO AA 40641",2021-05-21,UPDATE
1928,Martha Morris,piercebryan@example.com,"58485 Nicole View
West Bradleyburgh, OR 99257",2020-03-27,INSERT
8544,Linda Wilcox,perkinsjeffery@example.com,"041 Edward Rest Apt. 145
West Ashley, KY 83395",2024-02-28,DELETE
2832,Cheryl Andrews,courtney23@example.com,"565 Ballard Tunnel Suite 364
Marieland, AZ 91664",2020-09-12,UPDATE
3779,Beth Newton,ggriffin@example.com,"13441 Alejandro Lights
Hallhaven, WY 97624",2022-03-20,DELETE
2860,Glen Oneill,opalmer@example.org,"050 Christopher Ramp
West Sonya, IN 51254",2020-07-04,INSERT
5488,Brad Butler,bradley31@example.com,"80876 Jeffrey Harbors
Edwardsview, NE 76631",2020-10-25,UPDATE
9777,Dennis Murphy,cheyenne88@example.net,"84393 Perez Point Suite 996
Johnhaven, OR 53010",2022-07-09,DELETE
6417,Brittany Mason,wcampbell@example.net,"849 Knapp Crest
South Angelabury, LA 21948",2024-01-09,DELETE
5660,Holly Moss,robinsonchelsea@example.com,"37619 Nelson Fords
North Tracichester, MT 22241",2021-03-09,INSERT
2166,Danny Vaughn,brian61@example.org,"34037 Matthews Gardens Apt. 920
Williammouth, GU 90795",2021-04-13,INSERT
9198,Jaime Gray,ribarra@example.org,"68227 Hoover Village
Fergusonhaven, MD 52640",2021-04-16,UPDATE
7569,David Taylor,acostavincent@example.org,"5675 David Loaf Suite 872
Tonychester, ME 70909",2022-11-23,DELETE
2116,Jessica Anderson,thomas49@example.com,"Unit 5343 Box 4924
DPO AE 27415",2021-10-08,UPDATE
1605,Dwayne Gutierrez,huntrobert@example.net,"981 Melissa Walks Apt. 564
North Anthonyfort, UT 77255",2022-09-24,INSERT
8140,Christina Lopez,hughesleah@example.org,"12816 Yates Harbor
Port Kimberlyfurt, PW 93267",2020-04-26,DELETE
6624,Brianna Johnson,carterlori@example.org,"3129 Tony Causeway
South Colton, OK 36916",2024-02-16,INSERT
2176,Nathan Austin,antonioharding@example.net,"52353 Pierce Crest Suite 509
Lake Katiefurt, OR 27677",2022-06-20,UPDATE
3240,Jessica Norton,gomezcarla@example.net,"PSC 4269, Box 8602
APO AE 49642",2023-06-29,INSERT
7264,Richard Benson,ogutierrez@example.org,"8026 Williams Stream
South Alexander, CA 77374",2020-11-03,INSERT
2631,Julia Harmon,christopher54@example.net,"705 Moore Summit Suite 392
South Richard, AK 80514",2022-03-08,UPDATE
9551,Kenneth Peterson,mary65@example.net,"7201 Evans Prairie Apt. 840
Michaelborough, IL 05475",2023-09-03,INSERT
9061,Deborah Floyd,rhonda39@example.net,"735 Lester Plaza
Christopherchester, PR 25950",2023-07-20,UPDATE
1045,Joshua Smith,kking@example.org,"9419 Danielle Parkway
East Amanda, OH 01303",2023-09-09,DELETE
7358,Samantha Klein,simonrhonda@example.org,"5088 Cruz Falls
Christopherfurt, NV 37385",2020-07-19,UPDATE
9538,Amy Wilson,thomasedgar@example.com,"69602 Allen Mills
Maryborough, GU 02020",2020-06-12,INSERT
6346,Danielle Lee,amber00@example.com,"3909 Danny Dam
Smithtown, NM 33822",2023-02-03,INSERT
2096,Jeffrey Simmons,deborahmoran@example.net,"5240 Miller Green Apt. 763
West Jerry, GA 05071",2022-07-14,DELETE
2243,Barry Giles,terryrichard@example.com,"362 Mcclure Parkway Apt. 466
New Davidmouth, DE 24972",2021-01-21,DELETE
9439,Jonathan Baker,martinmatthew@example.com,"927 Fisher Parkway
Williamsfort, MS 03969",2021-02-11,INSERT
8587,Dawn Park,reedandrew@example.net,"16425 Robertson Roads Apt. 707
Brandychester, NE 68858",2020-08-05,INSERT
7506,Jessica Turner,david00@example.com,"9752 Davis Motorway
Michaelfort, VI 86673",2020-08-11,UPDATE
4763,Eric Robinson,campbellryan@example.com,"27785 Daniel Lane Suite 109
Derrickhaven, NJ 76252",2023-08-17,UPDATE
8700,Joseph Gonzalez,stephen07@example.net,"51085 David Curve Apt. 781
Lake Barbara, PA 57835",2021-10-06,DELETE
6800,Christine Allen,smithgregory@example.org,"05077 Monica Walk
Hernandezborough, OH 68558",2022-07-06,UPDATE
8946,Melissa Rogers,sarahclayton@example.com,"30540 Elizabeth Throughway
Angelabury, TN 70612",2020-02-16,UPDATE
1630,Laura Collins,jessica99@example.org,"4467 Cross Point Suite 898
Montgomerychester, MH 12083",2021-12-12,DELETE
9646,Keith Woods,williamsjoseph@example.net,"USNV Bradford
FPO AE 80650",2023-10-05,UPDATE
4225,Angela Price,kimberlyblevins@example.com,"3010 Lee Mountains Apt. 683
North Davidmouth, WA 79955",2021-10-24,INSERT
8817,Barbara Carpenter,rmatthews@example.org,"60433 Henry Pine
Tanyastad, HI 97372",2021-02-06,INSERT
2608,Travis Johnson,castroanna@example.com,"3309 Cohen Oval Suite 913
Andersontown, HI 09483",2023-05-04,INSERT
9328,Katie Wheeler,jacobsonbrittany@example.net,"PSC 7938, Box 3132
APO AP 36369",2022-04-02,UPDATE
4818,Elizabeth Thomas,hendersonvanessa@example.net,"092 John Falls Suite 852
Dawnburgh, PA 88011",2020-06-06,INSERT
1526,Terry Gallagher,leecody@example.com,"43653 Smith Port
Brownton, TN 43856",2023-08-25,UPDATE
7668,David Larsen,hamiltonmaurice@example.com,"2645 David Pines Suite 459
Fischermouth, DC 62592",2021-07-28,INSERT
9211,Taylor Curtis,daniellestark@example.net,"207 Heath Club
New Paul, NH 47496",2020-05-16,UPDATE
1387,Michael Miller,waustin@example.com,"8274 Justin Flats Suite 654
Lake Rachel, CO 93137",2024-01-28,INSERT
8681,Timothy Morris,edavies@example.net,"046 Mcgee Course
Emilytown, FM 13679",2020-06-22,INSERT
5943,Gregory Berry,zbailey@example.com,"43879 Colleen Station
Harrisport, UT 09526",2021-11-16,UPDATE
8807,Sandra Turner,vhines@example.org,"686 Melissa Centers
Lake Raymondshire, CO 67809",2024-04-04,UPDATE
8354,Dustin Campbell,smithtracey@example.com,"46299 Rice Spur
Taylorhaven, SC 11863",2024-03-26,INSERT
3240,Peter Smith,juan71@example.net,"1136 Golden Forks
Collinsbury, MN 72673",2021-03-09,INSERT
4675,Andrea Jimenez,kylejohnson@example.com,"966 Bianca Mission
South April, CO 77258",2022-06-29,INSERT
6910,Casey Wood,laurahernandez@example.org,"44704 Wendy Junction Apt. 721
New Robert, CA 48406",2021-05-11,INSERT
8206,Bobby Carr,ismith@example.net,"4961 Jennifer Vista
North Natalie, OH 40091",2023-01-23,DELETE
9873,Theresa Gonzalez,jacobbarrett@example.com,"608 Lisa Summit
Tinahaven, FL 98464",2024-02-19,UPDATE
7636,Todd Lewis,daniel48@example.com,"USCGC Hamilton
FPO AE 10896",2022-08-01,DELETE
6009,Richard Coleman,william29@example.com,"8268 Richard Stravenue Apt. 781
Thomasmouth, ID 13949",2023-05-03,DELETE
2912,Wanda Sampson,brookeberg@example.net,"5977 Phillips Courts Suite 775
Port Kevinchester, WV 30317",2021-09-01,INSERT
6871,Michael Serrano,whiteevelyn@example.net,"4171 Marshall Inlet
East Julie, AR 82933",2020-01-19,INSERT
2768,Morgan Day,pspencer@example.com,"421 Todd Park
Triciaport, TX 58680",2022-10-03,DELETE
7557,Julie Hammond,xgriffith@example.org,"2364 Hernandez Island
Weavertown, MI 50322",2024-03-12,INSERT
6643,Angela Mcdaniel,fholland@example.net,"46249 Jennifer Unions Suite 818
North Matthew, IL 93363",2024-06-27,INSERT
